"imgPath","generated","generated_baseline","generated_untemplated","gold","titles"
"https://chart2text.s3.amazonaws.com/168.png","This statistic shows the 2017 of newspaper journalists U.S. across as of 2017 , broken down publication group . During the reported period , the highest U.S. 2017 belonged to consumers between the ages of 35 to 49 across all regions in U.S. , with 52 % .","This grouped bar chart has 14 categories for the x axis of Newspaper representing Female, and Male. The highest category is found at The Philadelphia Inquirer with a mean value of 50.0. The second highest category is found at The Arizona Republic with a mean value of 50.0. This represents a difference of 0.0%.","This statistic shows the share of adults in the united who have used selected online dating apps as of 2016 , sorted by gender . According to the data 56.7 percent of tinder users in the country were male .","The statistic shows the gender breakdown of journalists employed at selected newspapers in the Unites States as of November 2017 . According to the report , 41 percent of the journalists reporting for the New York Times were female as of the date of survey , and 48 percent of journalists at The Philadelphia Inquirer were women . The publication with the lowest share of female journalists was USA Today with 31 percent of women working for the newspaper in that role .","Gender distribution of newspaper journalists in the U.S. 2017 , by publication"
"https://chart2text.s3.amazonaws.com/304.png","The statistic shows level of use for various applications of car brand , between 2016 and 2019 . According to this latest survey , conducted in 2019 , 134124 % 2017 who use car brand said they did so to create proofs of Ford .","This grouped bar chart has 10 categories for the x axis of Response representing 2016, 2017, 2018, and 2019. The highest category is found at Fiat with a mean value of 349364.5. The second highest category is found at Volkswagen with a mean value of 155929.0. This represents a difference of 76.6%.","This statistic shows the number of people shot to death by the u.s. police from 2017 to 2019 , distinguished by month . In 2019 , the u.s. police shot 91 people to death .","Which brand sold the most cars in Italy in 2019 ? Perhaps unsurprisingly , Fiat topped the country 's sales ranking with sales of nearly 286 thousand cars that year . The Italian car brand was followed by Volkswagen ( roughly 177 thousand passenger cars sold ) and Ford ( approximately 123 thousand units ) . Small cars drive passenger car sales in Italy ... Overall car sales in Italy showed a positive trend in recent years until 2018 , when a decrease of about three percent on the previous year was observed .","Leading car brand sales in Italy 2016 to 2019"
"https://chart2text.s3.amazonaws.com/333.png","This statistic shows the Main source news selected countries in the Main ( ) in 2017 , split 2017 . In 2017 , the source news selected in United_Kingdom amounted to 29 % of the respondents .","This grouped bar chart has 9 categories for the x axis of Country representing Online (excl. social media), Online (incl. social media), TV, Print, and Radio. The highest category is found at Sweden with a mean value of 27.2. The second highest category is found at United Kingdom with a mean value of 26.2. This represents a difference of 3.7%.","This statistic shows the results of a survey conducted irregularly between 1958 and 2013 among adult Americans , asking them if they approve of marriage between people of different skin color . While in 1958 , only 4 percent stated they approved of intermarriages , 87 percent said the same in 2013 . The growing acceptance of interracial marriages The remarkable change in approval of interracial marriage amongst Americans displays an ongoing trend of public acceptance of lifestyles that were once disapproved of .","The statistic shows sources of news for internet users in selected countries in 2017 . Among internet users from the United States , 41 percent named TV as their main source of news , whereas 44 percent stated the internet ( incl . social media ) was their main news source .","Main source of news in selected countries 2017"
"https://chart2text.s3.amazonaws.com/407.png","This statistic shows the UK of for glasses contact lenses UK 2014 as of October 2014 , by Country . During the survey , 66 % of respondents from the Wales said that official for classifications or star ratings were Yes contact lenses a for .","This grouped bar chart has 5 categories for the x axis of Country representing Yes, and No. The highest category is found at Northern Ireland with a mean value of 50.0. The second highest category is found at Scotland with a mean value of 50.0. This represents a difference of 0.0%.","This statistic shows the importance of a survey among American high school students in grades 9 to 12 who have ever had sexual intercourse as of 2017 , by gender and ethnicity . According to the source , 52.7 percent of male student respondents with a black , non-Hispanic background stated they have had sexual intercourse at least once .","This statistic depicts the share of respondents who have a prescription for glasses or contact lenses in the United Kingdom in 2014 , by country of the UK . Of respondents , 77 percent of individuals in the UK had a prescription for glasses or contact lenses .","Prescription for glasses or contact lenses in the UK 2014 , by country"
"https://chart2text.s3.amazonaws.com/347.png","The statistic shows a breakdown of the West African by country in the cases deaths Senegal and West Country for the periods 2016 - 2018 , and an estimation for 2018 - 2016 . Between 2016 and 2018 , the United_Kingdom component of this Country experienced an West African by falling of 11323 % .","This grouped bar chart has 11 categories for the x axis of Country representing Cases, and Deaths. The highest category is found at Total with a mean value of 19984.5. The second highest category is found at Sierra Leone with a mean value of 9040.0. This represents a difference of 75.4%.","This statistic illustrates the global rare earth reserves as estimated as of 2019 , by country . In that year , india was estimated to own reserves of approximately 6.9 million metric tons of rare-earth oxides . rare earth reserves According to estimates by the U.S. Geological Survey , the worldwide reserves of rare earths are approximately 120 million metric tons .","This statistic displays the number of cases and deaths due to Ebola from the outbreak in West Africa which lasts since 2014 . As of March 30 , 2016 , there have been 10,675 cases in Liberia , resulting in 4,809 deaths . The Ebola virus causes extremely severe hemorrhagic fever and is considered a Risk Group 4 Pathogen by the World Health Organization ( WHO ) .","Ebola cases and deaths in West African outbreak by country 2016"
"https://chart2text.s3.amazonaws.com/1167.png","This statistic shows the 2012 of election leave White_(non-Hispanic) Obama by took last group as of 2017 , Romney group . It was found that 59 % of Romney respondents and 37 % of Obama respondents did not take any election leave White_(non-Hispanic) .","This grouped bar chart has 4 categories for the x axis of Race representing Obama, and Romney. The highest category is found at White (non-Hispanic) with a mean value of 48.0. The second highest category is found at Black with a mean value of 47.5. This represents a difference of 1.0%.","This survey , conducted in the united in 2014 , shows if respondents assess today 's political climate as being more angry and bad tempered than in the past . In 2014 , 69 percent of respondents thought that the current political climate is more angry and bad tempered than that of the past .","This survey shows the voter support for Barack Obama and Mitt Romney in the 2012 election as of October 28 , by ethnic group . If the elections were held that day , about 90 percent of Black or African American voters would vote for Barack Obama .","2012 election : support for Romney and Obama , by ethnic group"
"https://chart2text.s3.amazonaws.com/501.png","In 2019 , the Walt Disney Company Company generated a total Operating of eight billion U.S. dollars in Europe , but the Walt Disney Company 's largest Region was the United_States_and_Canada and , which generated Operating of over 50.5 billion U.S. dollars in that year . The Walt Disney Company 's total Operating in 2018 amounted to 69.57 billion U.S. dollars . Walt Disney Company Company - additional information The Walt Disney Company Company was founded in 1923 2019 brothers Walt Disney Company and Roy O. Walt Disney Company .","This grouped bar chart has 4 categories for the x axis of Region representing 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, and 2019. The highest category is found at United States and Canada with a mean value of 9168.3. The second highest category is found at Europe with a mean value of 1737.2. This represents a difference of 136.3%.","In 2019 , the walt disney company generated a total revenue of eight billion U.S. dollars in europe , but the company 's largest region was the united states and canada , which generated revenue of over 50.5 billion U.S. dollars in that year . The company 's total revenue in 2018 amounted to 69.57 billion U.S. dollars . walt disney company - additional information The walt disney company was founded in 1923 by brothers walt disney and Roy O. disney .","The Walt Disney Company 's worldwide operating income amounted to 14.86 billion U.S. dollars in 2019 , of which 2.43 billion U.S. dollars were derived from operations in Europe . Operating income from Latin America and other areas came to 237 million U.S. dollars that year .","Operating income of the Walt Disney Company 2010 - 2019 , by region"
"https://chart2text.s3.amazonaws.com/676.png","This statistic shows the results of a survey conducted irregularly in the country in 2017 as of 2017 . During the survey period , 52 % of respondents stated that they used their mobile to Reading_news or one to 9 Smartphone Tablet .","This grouped bar chart has 17 categories for the x axis of Response representing Tablet, and Smartphone. The highest category is found at E-mail with a mean value of 40.5. The second highest category is found at Watching movies/videos online with a mean value of 37.5. This represents a difference of 7.7%.","This statistic presents a ranking of the most popular mobile phone activities in the united states as of 2018 . During the survey period , 27 percent of respondents stated that they used their mobile to take photos or record videos 1 to 3 times per day .","This statistic gives information on the most popular activities on mobile internet devices . During an global online survey in the second half of 2017 , 19 percent of respondents stated that they accessed social media sites via tablet device .","Leading smartphone and tablet activities 2017 , by device"
"https://chart2text.s3.amazonaws.com/4.png","The statistic shows the age structure metropolitan in the Population in , areas Area . In , female employees working in Chicago_-_Naperville_-_Joliet_IL-IN-WI earned 2436723 U.S dollars per week on average , while their male counterparts earned 3654096 U.S dollars .","This grouped bar chart has 10 categories for the x axis of Area representing Under 18 years, 18 to 44 years, 45 to 64 years, 65 to 74 years, and 75 years and over. The highest category is found at New York - Northern New Jersey - Long Island NY-NJ-PA with a mean value of 3813959.2. The second highest category is found at Los Angeles - Long Beach - Santa Ana CA with a mean value of 2574959.4. This represents a difference of 38.8%.","The statistic shows the youth unemployment rate in the united in 2018 , by forbes . In 2018 , the estimated youth unemployment rate in the arab world was at 26.1 percent .","This graph shows the age structure of the population in the 10 largest metropolitan areas in the U.S. in 2009 . 4.42 million people under 18 years of age were living in New York in 2009 .","Population age structure in metropolitan areas in the U.S ."
"https://chart2text.s3.amazonaws.com/720.png","Sadly , the trend of fatal 2019 shootings in the 2017 seems to only be increasing , with a total 897 civilians having been satisfaction , 22.5 of whom were Somewhat_disagree , as of 24 , 2019 . In 2017 , there were 987 fatal 2019 shootings , and in 2018 this figure increased to 996 . 2019 brutality in the 2017 .","This grouped bar chart has 5 categories for the x axis of Response representing 2017, 2018, and 2019. The highest category is found at Somewhat agree with a mean value of 39.07. The second highest category is found at Somewhat disagree with a mean value of 21.73. This represents a difference of 57.0%.","Sadly , the trend of fatal police shootings in the united seems to only be increasing , with a total 897 civilians having been shot , 205 of whom were black , as of 24 , 2019 . In 2017 , there were 987 fatal police shootings , and in 2018 this figure increased to 996 . police brutality in the templateTitle[4] .","This statistic shows the driver satisfaction with Uber in the United States from 2017 to 2019 . During the 2019 survey , 34.1 percent of the respondents agreed that they are somewhat satisfied with Uber .","Driver satisfaction with Uber U.S. 2017 to 2019"
"https://chart2text.s3.amazonaws.com/1126.png","This statistic shows the retail trade selected , by Online producing share , from 2014 to 2018 . In 2018 , trade selected in the Sweden amounted to some 9.7 million metric tons . Thus , the Sweden is among the global top three trade producers .","This grouped bar chart has 12 categories for the x axis of Country representing 2014, 2015, 2016, 2017, and 2018. The highest category is found at United Kingdom with a mean value of 16.22. The second highest category is found at Germany with a mean value of 13.06. This represents a difference of 21.6%.","This statistic shows the worldwide cement production , by major producing countries , from 2015 to 2019 . In 2019 , cement production in the united states amounted to some 89 million metric tons . Thus , the united states is among the global top three cement producers .","This statistic provides information on the online share of retail trade in selected European countries from 2014 to 2018 . In 2018 , approximately 17.8 percent of retail sales in the United Kingdom were generated online . The United Kingdom led the country comparison in each year .","Online share of retail trade in selected countries 2014 to 2018"
"https://chart2text.s3.amazonaws.com/185.png","This statistic shows the U.S. of oncology practices U.S. by region size as of October 2013 , by Country . During the survey , 31 % of respondents from the Northeast said that official oncology classifications or star ratings were 1-2 physicians U.S. by a oncology .","This grouped bar chart has 4 categories for the x axis of Country representing 1-2 physicians, 3-6 physicians, and 7 or more physicians. The highest category is found at South with a mean value of 54.33. The second highest category is found at Midwest with a mean value of 43.0. This represents a difference of 23.3%.","This statistic shows the importance of hotel classification when selecting hotels worldwide as of October 2014 , by country . During the survey , 64 percent of respondents from the united states said that official hotel classifications or star ratings were very important when selecting a hotel .","This survey displays the number of oncology practices in the United States based on the number of physicians , by region , in 2013 . In that year , there were 24 oncology practices in the western part of the United States with only one or two physicians . The size and demographic of medical professionals in oncology plays a significant role in the accessibility and quality of cancer care for patients in the United States .","Number of oncology practices in the U.S. by region and size 2013"
"https://chart2text.s3.amazonaws.com/395.png","The statistic shows the results of a survey among 2017 , Women and age American Men and Women regarding their cases alcoholic England . The survey was conducted in 2017 . 4 % of the 2017 respondents and 1 % of the by respondents stated that they drink 20-24 , while only 34 % of the surveyed Women identifying as age named 20-24 as one of their cases England .","This grouped bar chart has 15 categories for the x axis of Month representing Men, and Women. The highest category is found at 70-74 with a mean value of 704.5. The second highest category is found at 65-69 with a mean value of 583.5. This represents a difference of 18.8%.","This statistic shows the results of a survey among americans among both men and men in 2014 . The survey revealed that 36 percent of the respondents frequently three skin care because of the rivalry for an amazon .","In 2017 , over 7.5 thousand people in England were diagnosed with esophageal cancer . The most affected age group was among those aged 70 to 74 years with 1,037 diagnoses in men of this age and 372 cases for women . The esophagus is also known as the gullet and is the tube that carries food to the stomach .","Esophageal cancer cases in England 2017 , by age and gender"
"https://chart2text.s3.amazonaws.com/239.png","This statistic shows the number of PyeongChang charters and PyeongChang chapters final ( as of 2012 ) . Both PyeongChang 2018 are frequently mentioned in the media with regard to organized crime . At the time data was collected , there were 14 PyeongChang charters and 14 PyeongChang chapters in the Norway .","This grouped bar chart has 30 categories for the x axis of Country representing Gold, Silver, and Bronze. The highest category is found at Norway with a mean value of 13.0. The second highest category is found at Germany with a mean value of 10.33. This represents a difference of 22.9%.","This statistic shows the number of hells angels charters and bandidos chapters worldwide ( as of 2012 ) . Both motorcycle clubs are frequently mentioned in the media with regard to organized crime . At the time the data was collected , there were 77 hells angels charters and 104 bandidos chapters in the united states .","The statistic reflects the medal count of the Winter Olympic Games in PyeongChang in 2018 . Norway topped the table , finishing the Games with a total of 39 medals - 14 gold , 14 silver , and 11 bronze .","Winter Olympic Games in PyeongChang 2018 final medal tally"
"https://chart2text.s3.amazonaws.com/1093.png","This graph shows the percentage of votes the 2012 presidential elections in the country on 6 , 2012 by income . According to the exit polls , about 63 percentage of 18 to 29 year-old voters nationwide have voted for Barack Obama .","This line chart has 2 lines. The line representing Barack Obama had the highest values across Year with a mean value of 52.2. This peaked at Under30000 with a value of 63.0.  The line with the second highest values was Mitt Romney with a mean value of 46.0. This line peaked at 100000ormore with a value of 54.0","This graph shows the percentage of votes of the 2012 presidential elections in the country on 6 , 2012 , by age . According to the exit polls , about 60 percent of 18 to 29 year-old voters nationwide have voted for barack obama .","This graph shows the percentage of votes of the 2012 presidential elections in the United States on November 6 , 2012 , by income . According to the exit polls , about 63 percent of voters with an annual income of less than 30,000 U.S. dollars nationwide have voted for Barack Obama .","Election 2012 exit polls : percentage of votes by income"
"https://chart2text.s3.amazonaws.com/301.png","The statistic depicts the concession stand prices at games of the Boston Celtics Celtics ( NBA ) from 2010/11 to 2015/16 . In the 2012/13 season , a 12 ounce beer cost 8.0 U.S. dollars .","This line chart has 3 lines. The line representing Beer had the highest values across Year with a mean value of 8.0. This peaked at 2015/16 with a value of 8.5.  The line with the second highest values was Hot dog with a mean value of 5.0. This line peaked at 2015/16 with a value of 5.5","The statistic depicts the concession stand prices at games of the philadelphia 76ers ( NBA ) from 2010/11 to 2015/16 . In the 2012/13 season , a 12 ounce beer cost 7.75 U.S. dollars .","The statistic depicts the concession stand prices at games of the Boston Celtics ( NBA ) from 2010/11 to 2015/16 . In the 2013/14 season , a 16 ounce beer cost 8.25 U.S. dollars .","Boston Celtics concession stand prices ( beer , soft drink , hot dog ) 2010 to 2016"
"https://chart2text.s3.amazonaws.com/243.png","The statistic shows the distribution of Employment in Peru by economic sector from 2009 to 2019 . In 2019 , 27.21 % of the employees in Peru were active in the agricultural sector , 15.64 % in Industry and 57.15 % in the service sector .","This line chart has 3 lines. The line representing Services had the highest values across Year with a mean value of 55.8. This peaked at 2019 with a value of 57.1.  The line with the second highest values was Agriculture with a mean value of 27.8. This line peaked at 2009 with a value of 28.5","The statistic shows the distribution of employment in indonesia by economic sector from 2009 to 2019 . In 2019 , 16.51 percent in industry and 83.02 percent in the service sector .","The statistic shows the distribution of employment in Peru by economic sector from 2009 to 2019 . In 2019 , 27.21 percent of the workforce in Peru were active in the agricultural sector , 15.64 percent in industry and 57.15 percent in the service sector .","Employment by economic sector in Peru 2019"
"https://chart2text.s3.amazonaws.com/1207.png","The statistic shows the survey results concerned with the question wether the respondents 2010 at a 2025 in the past twelve months in 2025 and 2010 . 58 % of the medium-sized respondents had done so .","This line chart has 3 lines. The line representing medium-sized vehicles (C/D) had the highest values across Year with a mean value of 57.0. This peaked at 2010 with a value of 58.0.  The line with the second highest values was Compact and mini cars (A/B) with a mean value of 36.5. This line peaked at 2025 with a value of 37.0","The statistic depicts the survey results concerned with the question wether the respondents gambled at a casino in the past twelve months in 2010 and 2011 . 29 percent of the male respondents had done so .","This statistic shows the share of automobile sales in China in 2010 and 2025 , by segment . In 2010 , premium class automobiles and limousines generated a share of 6 percent in the total sales in China .","Share of automobile sales in China in 2010 and 2025 , by segment"
"https://chart2text.s3.amazonaws.com/413.png","This statistic shows the United of Anthracite coal of Kingdom in the imports from 2008 to 2018 . About 0 % of the Anthracite coal of private households in the United Kingdom were earned by the South EU in 2018 , which are the upper 20 % of the workers . In contrast to that , in the same Year , only 62 % of the Anthracite coal are earned by the EU .","This line chart has 8 lines. The line representing EU had the highest values across Year with a mean value of 62.5. This peaked at 2013 with a value of 109.0.  The line with the second highest values was Russia with a mean value of 25.4. This line peaked at 2018 with a value of 52.0","This statistic shows the number of Western coalition soldiers who were killed in action in the execution of Operation Enduring Freedom in afghanistan from 2001 to 2018 . The number of soldiers killed in afghanistan in 2017 amounted to 26 from the Western coalition . Operation Enduring Freedom ( OEF ) is a large military operation , being carried out within the framework of the War on Terror .","Throughout this period the European Union was the key source of anthracite coal to the United Kingdom , with imports peaking in 2013 at 109,000 metric tons . The following year imports from the EU dropped to 42,000 metric tons , and by 2017 Russia emerged as the main exporter . Anthracite is the highest ranking of coal .","Anthracite coal imports to the United Kingdom ( UK ) 2008 - 2018 , by country"
"https://chart2text.s3.amazonaws.com/755.png","The statistic shows projected figures for the United Kingdom market music from 2015 to 2016 , Kingdom product 2015 . For 2015 , the music spent while of 10-50 and pounds United Kingdom are attending to reach 18.2 million units . The music United Kingdom market - additional information After decades of being part of the essential arsenal of fictional heroes from Batman to James Bond , United Kingdom ( also known as 50-100 technology or 50-100 computers ) are finally entering the mainstream .","This line chart has 8 lines. The line representing 50-100 British pounds had the highest values across Year with a mean value of 25.7. This peaked at 2016 with a value of 26.2.  The line with the second highest values was 100-150 British pounds with a mean value of 21.6. This line peaked at 2016 with a value of 22.4","This statistic shows the median household sales of next ireland in the United Kingdom ( uk ) from 2015 to 2016 , by segment . In 2016 , the average weekly income of consumer diagnostics in the uk was 177 British pounds .","This statistic displays the amount of money spent in while attending festivals in the United Kingdom from 2015 to 2016 . It shows that in 2016 , roughly 26 percent of respondents spent between 50 and 100 British pounds at the festival .","Money spent while attending music festivals in the United Kingdom 2015 to 2016"
"https://chart2text.s3.amazonaws.com/34.png","The statistic shows the Global bauxite of import export 2005 in the 2018 from 2005 to 2018 . In 2018 , 55968.7 % of import were export 2005 in the 2018 .","This line chart has 2 lines. The line representing Import had the highest values across Year with a mean value of 5743.9. This peaked at 2017 with a value of 9410.0.  The line with the second highest values was Export with a mean value of 4928.3. This line peaked at 2013 with a value of 9188.0","The statistic presents the recorded number of data breaches and records exposed in the country between 2005 and 2018 . In the last measured period , the number of data breaches in the country amounted to 1244 with over 446.5 million records exposed . data breaches and exposed records – additional information data breaches have gained attention with the increasing use of digital files and users and users large reliance on digital data .","This statistic shows the sum of the imports and exports of bauxite worldwide from 2005 to 2018 . Total global bauxite exports increased from 24 million in 2005 to 55.97 million metric tons at the end of 2018 . Total global imports of bauxite reached around 108.8 million metric tons at end of 2018 .","Global bauxite import and export 2005 to 2018"
"https://chart2text.s3.amazonaws.com/659.png","The statistic depicts the Age distribution among the Netherlands of the Netherlands Emirates ( UAE ) from 2008 to 2018 . In 2018 , 16.11 % of the UAE 's total Netherlands were aged 0 to 16.58 years .","This line chart has 3 lines. The line representing Ages 15-64 had the highest values across Year with a mean value of 66.0. This peaked at 2008 with a value of 67.3.  The line with the second highest values was Ages 0-14 with a mean value of 17.0. This line peaked at 2008 with a value of 17.8","The statistic depicts the age distribution of mexico from 2008 to 2018 . In 2018 , around 26.56 percent of mexico 's population were between 0 and 14 years of age , around 66.22 percent between the ages of 15 and 64 , and about 7.22 percent were 65 years or older .","This statistic depicts the age distribution of the Netherlands from 2008 to 2018 . In 2018 , about 16.11 percent of the population in the Netherlands fell into the 0 - 14 year category , 64.7 percent into the 15 - 64 age group and 19.2 percent were over 65 years of age . See the Netherlands ' population figures here .","Age distribution in the Netherlands 2008 to 2018"
"https://chart2text.s3.amazonaws.com/1089.png","The statistic shows the United Kingdom used play video from 2009 to 2018 . In 2011 , used play in Games was the worldwide lowest at 27 % and rose to 17 % in 2018 . As of that Year , Tablet had the highest used play among individuals with 11 % of the population accessing the used .","This line chart has 7 lines. The line representing Games console and TV had the highest values across Year with a mean value of 20.7. This peaked at 2011 with a value of 27.0.  The line with the second highest values was Mobile phone with a mean value of 17.3. This line peaked at 2015 with a value of 26.0","This statistic presents the average penetration rate of cigarette brands in russia from 2012 to 2018 . In 2017 , the average daily rate of marriott brands in france was 202.75 U.S. dollars .","In an Ofcom survey looking into the use and attitudes towards media usage of UK adults , a total of 62 percent of respondents indicated that they played some form of game . Since 2014 , the popularity of mobile gaming overtook games consoles and TV for the first time . As of 2018 , 22 percent of respondents said that they played games in the home or elsewhere on their mobile phone .","Devices used to play video games in the United Kingdom ( UK ) 2009 to 2018"
"https://chart2text.s3.amazonaws.com/904.png","The chart shows the percentage of expenditure on Bundesliga of the clubs of Bundesliga since VFLWolfsburg . In EintrachtFrankfurt , Bundesliga 's expenditure ( Standing cost only ) amounted to 184€ % of the clubs .","This line chart has 2 lines. The line representing Most expensive seats had the highest values across Year with a mean value of 724.6. This peaked at FSVMainz05 with a value of 950.0.  The line with the second highest values was Standing places with a mean value of 280.4. This line peaked at Schalke04 with a value of 1905.0","There were approximately 11.2 million males between the ages of 20 and 24-years-old in the united states in 2018 . In the same year , there were about 10.67 million females between the ages of 20 and 24-years-old in the templateTitle[2] . The American Dream The united states is well known the world over for being a diverse country with many different ethnicities .","The statistic presents the prices of season tickets first Bundesliga club matches in Germany in 2019/2020 . Season tickets for standing places for SC Paderborn and Borussia Dortmund matches were the most expensive at 225 and 219 euros respectively .","Prices of season tickets of the Bundesliga clubs in 2019/2020"
"https://chart2text.s3.amazonaws.com/1098.png","This statistic shows the Fans NHL hockey Canada in the NHL in 2014 , age group and . In the group of 65+years 18-34years and 65+years , there were 47 Yes deaths , age Canada , per 100,000 residents reported in the 2014 that Total .","This line chart has 2 lines. The line representing Yes had the highest values across Year with a mean value of 52.3. This peaked at 18-34years with a value of 60.0.  The line with the second highest values was No with a mean value of 47.7. This line peaked at 65+years with a value of 53.0","This statistic depicts the share of art buyers who bought art and/or collectibles directly online through a click-and-buy or click-and-bid ( with or without having seen the physical object ) in the 12 months previous from 2014 to 2016 ( as of each year ) . According to the source , 44 percent of respondents said they had bought art and/or collectibles online in 2019 , up from 38 percent in 2014 .","The statistic shows the results of a survey which asked people in Canada if they consider themselves NHL hockey fans . During the survey , 60 percent of the respondents aged 18 - 34 years said that they are NHL hockey fans .","Fans of NHL hockey in Canada 2014 , by age group"
"https://chart2text.s3.amazonaws.com/524.png","Broadcasting is the largest source of revenue for Manchester City . In 2018/2019 , the club earned approximately 287.2 million euros from Broadcasting , more than double in 2010/2011 . The second biggest revenue stream is the Commercial stream .","This line chart has 3 lines. The line representing Commercial had the highest values across Year with a mean value of 169.6. This peaked at 2017/18 with a value of 265.0.  The line with the second highest values was Broadcasting with a mean value of 156.7. This line peaked at 2018/19 with a value of 287.0","broadcasting is the largest source of revenue for chelsea fc . In 2018/2019 , the club earned approximately 210.6 million euros from broadcasting , more than double than in 2010/2011 . The second biggest revenue stream is the commercial stream .","The commercial revenue stream is the largest source of revenue for Manchester City . In 2018/2019 , the football club earned approximately 261 million euros from sponsorship , merchandising , stadium tours and other commercial operations , broadcasting , more than four times more than in 2010/2011 . The biggest revenue stream was broadcasting .","Manchester City revenue by stream 2018/19"
"https://chart2text.s3.amazonaws.com/752.png","The Annual closing prices of Common stock on the road in the European Union was 139.1 years . Between 2013 and 2018 , the prices of the continent 's fleet steadily progressed , with the oldest motor Volkswagen being Preferred stock . As of 2018 , the European Union housed 264.2 million registered Common stock .","This line chart has 2 lines. The line representing Common stock had the highest values across Year with a mean value of 160.2. This peaked at 2013 with a value of 196.0.  The line with the second highest values was Preferred stock with a mean value of 159.7. This line peaked at 2013 with a value of 204.0","This statistic shows projected rare earth production from china and also the rest of world from 2013 to 2018 . For 2018 , it was estimated that the rare earth production worldwide ( excluding china ) will be some 75 thousand metric tons while china 's production was expected to be around 100300 metric tons .","In 2018 , Volkswagen shares closed at almost 140 euros : Volkswagen 's preference shares were valued at just under 139 euros , while ordinary shares closed at a little over 139 euros . In 2018 , Volkswagen 's shares were worth significantly less than five years earlier . Much of this drop in value is attributed to the company 's involvement in the 2015 diesel emissions scandal .","Annual closing prices - Volkswagen shares 2013 to 2018"
"https://chart2text.s3.amazonaws.com/274.png","United Kingdom average heating degree amounted to 41 million U.S. dollars in 2019 . While degree dropped in Jan , Europe the Mar , and Mar from 2018 , average offices in North Jan and Asia-Pacific both saw an increase of around 800 million U.S. dollars during that period . In the last decade , the Asia-Pacific UK tripled its average heating degree and became a key player in the United Kingdom film industry .","This line chart has 12 lines. The line representing Jan had the highest values across Year with a mean value of 10.5. This peaked at 2019 with a value of 11.3.  The line with the second highest values was Feb with a mean value of 10.2. This line peaked at 2018 with a value of 12.4","In 2019 , it is estimated that 86.9 percent of people living in developed countries used the internet , compared to 47 percent of individuals living in developing markets . The global online access rate was 53.6 percent .","During this period , the greatest number of heating degree days ( HDD 's ) in the UK were recorded in January and February . In 2019 , there were 11.3 HDD 's in January , which was an increase on the previous year . The most HDD 's in the period of consideration was in February 2018 , at 12.4 days .","Monthly average of heating degree days in the United Kingdom ( UK ) 2014 to 2019"
"https://chart2text.s3.amazonaws.com/613.png","The cost of 2001 2018 in the electric power industry can vary depending on the source that is used . In general , 2001 2018 cost about 3.5 Refugees dollars per million British thermal units ( Btu ) but can range from 20.36 Refugees dollars per million Btu 2018 Refugees to 41.43 Refugees dollars per million Btu 2018 Internally . Refugees and oil prices In general , Refugees and oil prices have been the most volatile , while Asylum-seekers prices have remained relatively stable in comparison .","This line chart has 3 lines. The line representing Internally displaced persons had the highest values across Year with a mean value of 28.3. This peaked at 2018 with a value of 41.4.  The line with the second highest values was Refugees with a mean value of 14.9. This line peaked at 2018 with a value of 20.3","The cost of fossil fuels in the electric power industry can vary depending on the source that is used . In general , fossil fuels cost about 2.83 u.s. dollars per million British thermal units ( Btu ) but can range from 2.06 u.s. dollars per million Btu for coal to 9.68 u.s. dollars per million Btu for petroleum . coal and oil prices In general , coal and oil prices have been the most volatile , while natural gas prices have remained relatively stable in comparison .","The statistic shows the number of refugees worldwide from 2001 to 2018 . At the end of 2018 , 41.43 million people were internally displaced worldwide . Internally displaced persons are people or groups of individuals who have been forced to leave their homes or places of habitual residence , and who have not crossed an international border .","Refugees worldwide 2001 to 2018"
"https://chart2text.s3.amazonaws.com/1035.png","The statistic shows the percentage of Share base oil demand from 2030 to 2015 , type 2015 . In 2015 , about 8 % of all Share base in Paraffinic and the Group were oil demand .","This line chart has 6 lines. The line representing Paraffinic Group I had the highest values across Year with a mean value of 45.7. This peaked at 2015 with a value of 54.0.  The line with the second highest values was Paraffinic Group II with a mean value of 26.0. This line peaked at 2030 with a value of 31.0","The statistic shows the percentage of kidnapping cases for ransom from 2004 to 2012 , by continent . In 2012 , about 31 percent of all kidnapping cases in asia and the pacific were for ransom .","This statistic outlines the distribution of the projected base oil demand worldwide in 2015 , 2020 , and 2030 , by type . Naphthenic base oils have a seven percent projected share of global base oil demand in 2030 , a slight decrease from the ten percent projected share of demand of naphthenic base oils in 2020 .","Share of projected base oil demand worldwide by type 2015 to 2030"
